id,company_id,complaint_date,category,description,sentiment,severity,status,source
569,18,2026-05-18,insurance,The claim was rejected and I was not given a sufficient explanation. Please provide information about the status of my request.,neutral,low,dismissed,branch
570,16,2026-02-20,payment,The company has not reflected my recent payment correctly.,negative,low,resolved,website
571,5,2025-05-03,billing,I was billed twice for the same service.,negative,high,resolved,branch
572,15,2026-08-12,loan,I was charged an unexpected fee on my loan and customer service did not explain the charge.,negative,medium,open,branch
573,19,2025-01-16,payment,The payment process failed several times even though my account had sufficient funds.,negative,medium,open,website
574,13,2025-08-14,payment,My payment was deducted but the system still shows the amount as unpaid.,negative,high,open,website
575,9,2026-01-04,payment,My payment was deducted but the system still shows the amount as unpaid.,negative,low,dismissed,hotline
576,18,2025-06-20,loan,The loan application has been delayed for several weeks and I have not received a clear explanation. Please provide information about the status of my request.,neutral,low,open,branch
577,6,2025-11-11,billing,The invoice contains an amount that I did not authorize.,negative,high,open,website
578,19,2025-11-19,insurance,My insurance claim has been pending for a long time without a clear update.,negative,low,open,website
579,8,2025-03-07,service,My request was closed without solving the problem.,negative,low,open,hotline
580,10,2026-03-15,service,I have been waiting too long for a response from the company.,negative,medium,resolved,hotline
581,11,2026-07-17,payment,I was charged after the payment had already been completed.,negative,high,resolved,branch
582,11,2026-06-24,payment,A payment was delayed and this caused an additional fee.,negative,medium,resolved,hotline
583,20,2025-12-09,payment,My payment was deducted but the system still shows the amount as unpaid. My problem was solved and I received a clear explanation.,positive,low,resolved,branch
584,16,2025-03-26,billing,The invoice contains an amount that I did not authorize.,negative,low,open,social_media
585,8,2025-12-18,loan,The loan application has been delayed for several weeks and I have not received a clear explanation.,negative,medium,resolved,branch
586,13,2025-03-29,billing,There is an incorrect charge on my account.,negative,low,open,website
587,19,2025-09-02,payment,A payment was delayed and this caused an additional fee.,negative,medium,resolved,website
588,13,2026-08-27,service,My request was closed without solving the problem. I am requesting an update regarding my case.,neutral,low,open,website
589,17,2026-07-04,billing,I was billed twice for the same service.,negative,low,resolved,website
590,6,2025-08-29,loan,I was charged an unexpected fee on my loan and customer service did not explain the charge. My problem was solved and I received a clear explanation.,positive,low,open,website
591,20,2025-05-06,service,My request was closed without solving the problem.,negative,medium,open,branch
592,11,2025-02-11,billing,I was billed twice for the same service.,negative,high,resolved,website
593,19,2025-03-11,loan,I requested a copy of my loan agreement but have not received it. Please provide information about the status of my request.,neutral,low,resolved,hotline
594,9,2025-11-25,loan,I was charged an unexpected fee on my loan and customer service did not explain the charge. I am requesting an update regarding my case.,neutral,low,open,branch
595,15,2025-03-10,service,Customer service did not resolve my issue despite several calls.,negative,low,open,branch
596,5,2025-04-05,billing,I was billed twice for the same service. I am requesting an update regarding my case.,neutral,high,dismissed,hotline
597,9,2025-06-13,payment,My payment was deducted but the system still shows the amount as unpaid.,negative,low,dismissed,website
598,13,2026-05-02,billing,I was billed twice for the same service. I am requesting an update regarding my case.,neutral,medium,open,branch
599,14,2026-05-08,service,My request was closed without solving the problem. I am requesting an update regarding my case.,neutral,low,open,website
600,2,2026-08-17,payment,The payment process failed several times even though my account had sufficient funds.,negative,low,resolved,branch
601,11,2025-05-24,billing,I was charged a fee that was not clearly disclosed.,negative,medium,open,website
602,9,2026-06-03,service,Customer service did not resolve my issue despite several calls.,negative,medium,open,hotline
603,19,2025-06-22,fraud,I reported a suspicious transaction but have not received a response.,negative,medium,resolved,social_media
604,13,2025-05-06,payment,The payment process failed several times even though my account had sufficient funds. I am requesting an update regarding my case.,neutral,high,open,social_media
605,17,2025-06-15,billing,The invoice contains an amount that I did not authorize.,negative,low,open,hotline
606,14,2025-04-22,service,My request was closed without solving the problem.,negative,low,dismissed,social_media
607,7,2026-01-22,loan,The loan application has been delayed for several weeks and I have not received a clear explanation.,negative,low,resolved,hotline
608,13,2025-10-25,loan,My installment amount appears different from the amount agreed in the contract. Customer service handled my request professionally.,positive,low,open,hotline
609,1,2026-07-14,loan,I requested a copy of my loan agreement but have not received it.,negative,medium,resolved,hotline
610,3,2025-01-24,fraud,I reported a suspicious transaction but have not received a response. I would like clarification about this transaction.,neutral,medium,dismissed,website
611,20,2026-07-16,loan,I was charged an unexpected fee on my loan and customer service did not explain the charge.,negative,medium,open,branch
612,4,2025-09-13,insurance,I was charged a premium that does not match the information in my policy.,negative,high,open,social_media
613,20,2025-03-23,service,Customer service did not resolve my issue despite several calls.,negative,low,resolved,website
614,7,2025-12-23,payment,I was charged after the payment had already been completed.,negative,low,resolved,branch
615,14,2025-11-02,payment,I was charged after the payment had already been completed.,negative,medium,resolved,social_media
616,17,2026-08-16,loan,I was charged an unexpected fee on my loan and customer service did not explain the charge.,negative,high,resolved,hotline
617,7,2025-09-22,payment,I was charged after the payment had already been completed. My problem was solved and I received a clear explanation.,positive,low,open,branch
618,11,2025-04-07,payment,The payment process failed several times even though my account had sufficient funds.,negative,low,open,hotline
619,1,2025-04-16,loan,I requested a copy of my loan agreement but have not received it.,negative,low,resolved,hotline
620,9,2025-01-13,fraud,There are unauthorized charges on my account. Customer service handled my request professionally.,positive,low,open,website
621,18,2025-07-01,service,Customer service did not resolve my issue despite several calls.,negative,medium,resolved,social_media
622,19,2025-10-23,loan,I was charged an unexpected fee on my loan and customer service did not explain the charge.,negative,high,resolved,social_media
623,6,2026-06-05,insurance,My insurance claim has been pending for a long time without a clear update. I am requesting an update regarding my case.,neutral,medium,open,hotline
624,15,2025-03-06,service,The branch staff gave me conflicting information about my account.,negative,low,dismissed,website
625,17,2026-06-18,loan,My installment amount appears different from the amount agreed in the contract.,negative,low,open,branch
626,11,2025-05-02,payment,I was charged after the payment had already been completed. Please provide information about the status of my request.,neutral,low,dismissed,website
627,17,2026-04-27,insurance,My insurance claim has been pending for a long time without a clear update. Please provide information about the status of my request.,neutral,medium,open,branch
628,3,2026-06-12,fraud,I noticed a transaction that I do not recognize on my account. I am requesting an update regarding my case.,neutral,low,open,branch
629,12,2026-06-19,service,I have been waiting too long for a response from the company.,negative,medium,dismissed,social_media
630,7,2025-11-23,loan,I requested a copy of my loan agreement but have not received it.,negative,medium,resolved,branch
631,19,2025-12-06,fraud,Someone appears to have used my account without authorization.,negative,high,resolved,hotline
632,1,2026-06-19,loan,The company contacted me repeatedly about a payment that I already made.,negative,medium,open,website
633,13,2025-07-04,payment,The company has not reflected my recent payment correctly. The issue was resolved quickly and the staff were helpful.,positive,low,open,branch
634,5,2025-06-03,loan,I was charged an unexpected fee on my loan and customer service did not explain the charge.,negative,high,resolved,hotline
635,3,2025-02-01,billing,I was charged a fee that was not clearly disclosed.,negative,high,dismissed,social_media
636,18,2026-08-06,payment,My payment was deducted but the system still shows the amount as unpaid.,negative,medium,resolved,branch
637,2,2025-02-25,billing,I was charged a fee that was not clearly disclosed.,negative,low,open,website
638,16,2025-10-19,billing,The invoice contains an amount that I did not authorize.,negative,low,resolved,branch
639,18,2025-03-15,payment,My payment was deducted but the system still shows the amount as unpaid.,negative,low,resolved,branch
640,5,2025-08-17,service,My request was closed without solving the problem.,negative,low,open,website
641,2,2026-01-03,service,I could not get a clear answer regarding the service I requested.,negative,medium,dismissed,website
642,8,2025-10-01,fraud,I believe my account information may have been compromised.,negative,high,resolved,branch
643,10,2025-05-12,loan,The company contacted me repeatedly about a payment that I already made.,negative,low,resolved,website
644,18,2025-09-04,service,The branch staff gave me conflicting information about my account.,negative,medium,resolved,website
645,19,2025-05-11,loan,I was charged an unexpected fee on my loan and customer service did not explain the charge.,negative,medium,dismissed,branch
646,2,2025-02-18,payment,A payment was delayed and this caused an additional fee.,negative,medium,resolved,branch
647,3,2025-05-09,payment,The company has not reflected my recent payment correctly. My problem was solved and I received a clear explanation.,positive,low,resolved,website
648,17,2025-03-12,loan,I was charged an unexpected fee on my loan and customer service did not explain the charge.,negative,medium,resolved,branch
649,9,2026-07-29,insurance,The claim was rejected and I was not given a sufficient explanation.,negative,low,resolved,branch
650,3,2026-07-10,payment,I was charged after the payment had already been completed.,negative,medium,resolved,website
651,1,2026-04-02,fraud,Someone appears to have used my account without authorization.,negative,high,resolved,website
652,15,2025-09-25,insurance,My insurance claim has been pending for a long time without a clear update. Please provide information about the status of my request.,neutral,low,resolved,hotline
653,8,2025-07-11,fraud,There are unauthorized charges on my account.,negative,medium,dismissed,branch
654,4,2026-07-14,loan,I requested a copy of my loan agreement but have not received it. Please provide information about the status of my request.,neutral,medium,resolved,branch
655,19,2025-07-11,insurance,I was charged a premium that does not match the information in my policy. I am requesting an update regarding my case.,neutral,medium,resolved,website
656,3,2026-02-09,loan,The company contacted me repeatedly about a payment that I already made.,negative,medium,open,website
657,8,2026-05-18,insurance,I was charged a premium that does not match the information in my policy.,negative,high,resolved,branch
658,14,2026-05-31,billing,A payment was recorded incorrectly on my account.,negative,medium,resolved,website
659,10,2025-01-12,loan,I was charged an unexpected fee on my loan and customer service did not explain the charge.,negative,high,resolved,website
660,17,2026-06-04,fraud,I believe my account information may have been compromised.,negative,high,resolved,branch
661,11,2026-04-05,loan,I requested a copy of my loan agreement but have not received it.,negative,high,open,website
662,14,2025-08-04,payment,The payment process failed several times even though my account had sufficient funds.,negative,medium,open,social_media
663,7,2026-03-22,insurance,The claim was rejected and I was not given a sufficient explanation. Please provide information about the status of my request.,neutral,medium,open,social_media
664,6,2025-03-11,billing,I was billed twice for the same service.,negative,medium,resolved,branch
665,7,2026-08-09,service,The branch staff gave me conflicting information about my account. I am requesting an update regarding my case.,neutral,low,resolved,website
666,14,2025-06-29,payment,The payment process failed several times even though my account had sufficient funds.,negative,medium,open,website
667,8,2025-08-17,payment,I was charged after the payment had already been completed.,negative,medium,dismissed,website
668,2,2026-06-26,billing,The invoice contains an amount that I did not authorize.,negative,medium,open,branch
669,12,2026-08-24,insurance,The company has not responded to my insurance complaint. Customer service handled my request professionally.,positive,medium,resolved,hotline
670,4,2025-05-20,payment,The payment process failed several times even though my account had sufficient funds.,negative,medium,resolved,website
671,2,2025-09-16,loan,I was charged an unexpected fee on my loan and customer service did not explain the charge. I am requesting an update regarding my case.,neutral,low,open,branch
672,8,2025-09-15,billing,I was billed twice for the same service. Please provide information about the status of my request.,neutral,low,dismissed,branch
673,5,2026-06-28,service,I have been waiting too long for a response from the company.,negative,low,resolved,hotline
674,15,2025-12-28,payment,I was charged after the payment had already been completed.,negative,medium,open,branch
675,7,2025-01-11,fraud,I reported a suspicious transaction but have not received a response.,negative,medium,resolved,branch
676,12,2026-04-06,billing,I was charged a fee that was not clearly disclosed. The issue was resolved quickly and the staff were helpful.,positive,low,open,social_media
677,16,2025-12-23,insurance,The company has not responded to my insurance complaint. I would like clarification about this transaction.,neutral,low,open,branch
678,16,2025-07-16,loan,The loan application has been delayed for several weeks and I have not received a clear explanation.,negative,high,resolved,hotline
679,2,2026-02-26,payment,I was charged after the payment had already been completed.,negative,medium,resolved,website
680,4,2025-08-09,billing,There is an incorrect charge on my account. I would like clarification about this transaction.,neutral,low,resolved,hotline
681,19,2025-10-08,insurance,The claim was rejected and I was not given a sufficient explanation.,negative,high,resolved,hotline
682,12,2025-03-04,insurance,The settlement amount for my claim appears incorrect.,negative,high,open,social_media
683,2,2025-12-02,fraud,There are unauthorized charges on my account.,negative,medium,open,website
684,12,2025-06-19,insurance,The claim was rejected and I was not given a sufficient explanation.,negative,low,resolved,branch
685,7,2026-04-17,loan,I requested a copy of my loan agreement but have not received it.,negative,medium,resolved,website
686,8,2026-01-02,billing,The invoice contains an amount that I did not authorize.,negative,high,resolved,branch
687,13,2025-04-24,payment,The company has not reflected my recent payment correctly. Customer service handled my request professionally.,positive,low,dismissed,hotline
688,18,2025-09-03,service,Customer service did not resolve my issue despite several calls.,negative,low,resolved,social_media
689,20,2026-02-07,loan,I requested a copy of my loan agreement but have not received it.,negative,medium,resolved,hotline
690,13,2026-03-04,loan,I requested a copy of my loan agreement but have not received it.,negative,medium,resolved,website
691,4,2026-03-29,service,I have been waiting too long for a response from the company.,negative,high,resolved,website
692,10,2025-03-19,insurance,I was charged a premium that does not match the information in my policy. My problem was solved and I received a clear explanation.,positive,low,open,social_media
693,17,2025-06-20,loan,The company contacted me repeatedly about a payment that I already made.,negative,low,resolved,social_media
694,19,2026-01-13,fraud,I noticed a transaction that I do not recognize on my account.,negative,high,resolved,hotline
695,12,2025-08-26,service,Customer service did not resolve my issue despite several calls. Please provide information about the status of my request.,neutral,low,dismissed,website
696,20,2026-01-19,service,Customer service did not resolve my issue despite several calls. The issue was resolved quickly and the staff were helpful.,positive,low,open,website
697,1,2025-02-24,payment,A payment was delayed and this caused an additional fee. I would like clarification about this transaction.,neutral,low,open,branch
698,20,2026-05-12,insurance,The settlement amount for my claim appears incorrect. I would like clarification about this transaction.,neutral,medium,resolved,website
699,9,2025-11-25,loan,I was charged an unexpected fee on my loan and customer service did not explain the charge. My problem was solved and I received a clear explanation.,positive,low,resolved,social_media
700,17,2026-01-08,loan,I was charged an unexpected fee on my loan and customer service did not explain the charge.,negative,medium,resolved,social_media
701,7,2025-07-15,service,I could not get a clear answer regarding the service I requested.,negative,low,open,website
702,9,2025-12-10,insurance,The settlement amount for my claim appears incorrect.,negative,high,resolved,branch
703,11,2025-07-30,loan,The loan application has been delayed for several weeks and I have not received a clear explanation. I am requesting an update regarding my case.,neutral,medium,resolved,hotline
704,13,2025-04-06,payment,My payment was deducted but the system still shows the amount as unpaid.,negative,medium,open,website
705,7,2025-03-23,service,I have been waiting too long for a response from the company. I would like clarification about this transaction.,neutral,medium,resolved,social_media
706,12,2026-05-09,service,I have been waiting too long for a response from the company.,negative,low,resolved,branch
707,8,2026-02-13,payment,A payment was delayed and this caused an additional fee.,negative,medium,resolved,hotline
708,12,2025-05-15,loan,I requested a copy of my loan agreement but have not received it.,negative,low,resolved,website
709,12,2026-08-09,payment,The company has not reflected my recent payment correctly.,negative,medium,dismissed,branch
710,15,2026-05-18,billing,I was billed twice for the same service. I would like clarification about this transaction.,neutral,medium,resolved,hotline
711,7,2025-03-19,billing,I was billed twice for the same service.,negative,medium,open,hotline
712,6,2026-05-24,payment,The payment process failed several times even though my account had sufficient funds.,negative,high,resolved,website
713,12,2026-06-13,service,Customer service did not resolve my issue despite several calls.,negative,medium,open,website
714,20,2026-05-31,insurance,The settlement amount for my claim appears incorrect. I am requesting an update regarding my case.,neutral,low,resolved,branch
715,3,2026-04-18,payment,My payment was deducted but the system still shows the amount as unpaid.,negative,medium,resolved,website
716,8,2026-08-12,loan,The company contacted me repeatedly about a payment that I already made.,negative,medium,open,website
717,20,2025-08-15,insurance,The company has not responded to my insurance complaint.,negative,medium,open,hotline
718,12,2025-04-30,fraud,There are unauthorized charges on my account. I am requesting an update regarding my case.,neutral,low,resolved,hotline
719,10,2025-04-27,loan,The company contacted me repeatedly about a payment that I already made.,negative,low,resolved,hotline
720,10,2025-03-11,billing,I was billed twice for the same service.,negative,low,resolved,website
721,9,2026-07-11,loan,I requested a copy of my loan agreement but have not received it.,negative,low,resolved,website
722,11,2025-12-01,loan,My installment amount appears different from the amount agreed in the contract.,negative,medium,resolved,hotline
723,17,2025-06-15,payment,I was charged after the payment had already been completed. I am requesting an update regarding my case.,neutral,low,resolved,website
724,5,2025-01-16,service,I have been waiting too long for a response from the company.,negative,medium,dismissed,website
725,6,2025-04-02,loan,I requested a copy of my loan agreement but have not received it.,negative,medium,open,social_media
726,7,2026-03-02,payment,I was charged after the payment had already been completed.,negative,low,open,website
727,15,2025-05-27,insurance,The settlement amount for my claim appears incorrect. Customer service handled my request professionally.,positive,medium,resolved,branch
728,9,2025-01-29,payment,I was charged after the payment had already been completed.,negative,medium,resolved,hotline
729,20,2025-03-07,billing,I was billed twice for the same service.,negative,low,resolved,branch
730,4,2025-10-08,payment,The payment process failed several times even though my account had sufficient funds. I would like clarification about this transaction.,neutral,low,resolved,social_media
731,11,2026-08-04,service,The branch staff gave me conflicting information about my account.,negative,low,open,hotline
732,9,2025-02-18,service,I could not get a clear answer regarding the service I requested. I would like clarification about this transaction.,neutral,medium,open,branch
733,15,2025-08-18,payment,My payment was deducted but the system still shows the amount as unpaid. The issue was resolved quickly and the staff were helpful.,positive,low,resolved,hotline
734,12,2025-02-16,loan,The company contacted me repeatedly about a payment that I already made.,negative,medium,open,hotline
735,13,2025-12-24,service,The branch staff gave me conflicting information about my account.,negative,medium,resolved,website
736,14,2026-03-24,payment,My payment was deducted but the system still shows the amount as unpaid.,negative,low,open,social_media
737,20,2026-05-17,service,I have been waiting too long for a response from the company.,negative,medium,open,hotline
738,16,2026-02-16,payment,I was charged after the payment had already been completed.,negative,low,resolved,hotline
739,16,2026-08-25,billing,I was charged a fee that was not clearly disclosed.,negative,medium,resolved,website
740,19,2025-10-10,insurance,The company has not responded to my insurance complaint.,negative,medium,resolved,website
741,14,2025-05-05,insurance,My insurance claim has been pending for a long time without a clear update. I am requesting an update regarding my case.,neutral,low,resolved,branch
742,3,2025-07-23,billing,I was billed twice for the same service.,negative,medium,resolved,hotline
743,5,2026-04-23,service,I could not get a clear answer regarding the service I requested.,negative,medium,dismissed,website
744,9,2026-06-20,loan,My installment amount appears different from the amount agreed in the contract.,negative,medium,open,branch
745,10,2025-07-26,fraud,There are unauthorized charges on my account.,negative,medium,resolved,website
746,16,2026-04-28,billing,I was billed twice for the same service.,negative,medium,open,branch
747,13,2025-09-16,payment,The payment process failed several times even though my account had sufficient funds. The issue was resolved quickly and the staff were helpful.,positive,low,resolved,website
748,12,2025-10-03,insurance,The claim was rejected and I was not given a sufficient explanation.,negative,high,open,hotline
749,18,2025-02-05,billing,A payment was recorded incorrectly on my account.,negative,medium,open,hotline
750,16,2025-12-23,service,Customer service did not resolve my issue despite several calls.,negative,medium,resolved,hotline
751,4,2025-03-07,loan,I requested a copy of my loan agreement but have not received it.,negative,low,open,branch
752,4,2025-03-14,billing,I was charged a fee that was not clearly disclosed.,negative,medium,resolved,hotline
753,14,2026-05-10,insurance,The claim was rejected and I was not given a sufficient explanation.,negative,medium,dismissed,social_media
754,19,2026-06-25,fraud,I reported a suspicious transaction but have not received a response.,negative,high,resolved,branch
755,7,2025-03-10,insurance,The company has not responded to my insurance complaint.,negative,medium,dismissed,social_media
756,13,2025-04-24,insurance,My insurance claim has been pending for a long time without a clear update.,negative,low,open,social_media
757,14,2025-06-21,insurance,The claim was rejected and I was not given a sufficient explanation.,negative,medium,resolved,website
758,7,2025-09-12,insurance,I was charged a premium that does not match the information in my policy.,negative,medium,open,website
759,20,2026-06-04,payment,My payment was deducted but the system still shows the amount as unpaid. I am requesting an update regarding my case.,neutral,low,resolved,social_media
760,12,2026-08-02,fraud,I believe my account information may have been compromised.,negative,high,dismissed,website
761,18,2026-05-30,insurance,I was charged a premium that does not match the information in my policy.,negative,low,open,branch
762,14,2026-03-21,service,The branch staff gave me conflicting information about my account.,negative,high,resolved,website
763,9,2025-11-26,billing,A payment was recorded incorrectly on my account. Please provide information about the status of my request.,neutral,low,resolved,website
764,11,2026-02-01,service,I have been waiting too long for a response from the company.,negative,low,resolved,branch
765,3,2026-04-29,service,My request was closed without solving the problem.,negative,medium,resolved,hotline
766,2,2025-10-05,insurance,The claim was rejected and I was not given a sufficient explanation.,negative,low,open,website
767,18,2025-10-03,insurance,The settlement amount for my claim appears incorrect.,negative,medium,open,social_media
768,8,2025-01-26,payment,I was charged after the payment had already been completed.,negative,low,resolved,social_media
769,19,2026-06-12,service,I have been waiting too long for a response from the company. I am requesting an update regarding my case.,neutral,low,resolved,website
770,7,2025-05-13,billing,A payment was recorded incorrectly on my account.,negative,medium,open,hotline
771,15,2025-05-24,payment,My payment was deducted but the system still shows the amount as unpaid.,negative,low,resolved,website
772,13,2025-02-19,payment,The payment process failed several times even though my account had sufficient funds.,negative,low,open,social_media
773,6,2025-07-05,loan,I was charged an unexpected fee on my loan and customer service did not explain the charge.,negative,medium,open,branch
774,6,2026-03-31,payment,The payment process failed several times even though my account had sufficient funds.,negative,medium,resolved,website
775,8,2025-02-21,loan,The company contacted me repeatedly about a payment that I already made.,negative,low,open,website
776,2,2026-03-19,payment,The payment process failed several times even though my account had sufficient funds.,negative,medium,resolved,website
777,6,2025-05-01,service,Customer service did not resolve my issue despite several calls.,negative,medium,open,social_media
778,4,2025-10-20,fraud,I reported a suspicious transaction but have not received a response.,negative,high,open,branch
779,13,2026-05-11,service,The branch staff gave me conflicting information about my account.,negative,high,resolved,hotline
780,15,2025-08-03,service,I have been waiting too long for a response from the company. Customer service handled my request professionally.,positive,low,resolved,website
781,2,2025-10-31,billing,The invoice contains an amount that I did not authorize.,negative,high,resolved,hotline
782,1,2025-12-28,loan,I was charged an unexpected fee on my loan and customer service did not explain the charge. Please provide information about the status of my request.,neutral,medium,resolved,branch
783,6,2025-03-17,service,I could not get a clear answer regarding the service I requested.,negative,high,dismissed,website
784,7,2026-02-27,fraud,I believe my account information may have been compromised.,negative,high,open,website
785,14,2026-06-23,loan,I requested a copy of my loan agreement but have not received it.,negative,medium,open,hotline
786,3,2025-11-13,loan,The company contacted me repeatedly about a payment that I already made. I am requesting an update regarding my case.,neutral,high,dismissed,hotline
787,6,2026-05-28,billing,There is an incorrect charge on my account.,negative,medium,resolved,website
788,19,2025-09-18,payment,A payment was delayed and this caused an additional fee.,negative,low,dismissed,branch
789,2,2025-03-10,billing,I was charged a fee that was not clearly disclosed.,negative,low,resolved,social_media
790,8,2026-07-05,fraud,Someone appears to have used my account without authorization.,negative,high,open,website
791,14,2026-05-22,payment,The company has not reflected my recent payment correctly.,negative,medium,open,hotline
792,18,2025-11-01,billing,There is an incorrect charge on my account.,negative,low,resolved,social_media
793,18,2026-06-25,payment,The payment process failed several times even though my account had sufficient funds.,negative,low,resolved,website
794,14,2026-08-28,billing,There is an incorrect charge on my account. I am requesting an update regarding my case.,neutral,low,resolved,branch
795,20,2026-05-03,billing,I was charged a fee that was not clearly disclosed.,negative,medium,resolved,hotline
796,18,2026-08-19,billing,I was charged a fee that was not clearly disclosed. I would like clarification about this transaction.,neutral,low,resolved,branch
797,4,2026-08-15,payment,I was charged after the payment had already been completed.,negative,medium,open,branch
798,7,2025-08-16,insurance,The claim was rejected and I was not given a sufficient explanation.,negative,low,open,hotline
799,16,2026-03-13,insurance,My insurance claim has been pending for a long time without a clear update.,negative,low,resolved,website
800,6,2025-01-26,service,Customer service did not resolve my issue despite several calls. I am requesting an update regarding my case.,neutral,low,resolved,website
801,14,2025-08-20,billing,I was billed twice for the same service.,negative,low,open,website
802,4,2025-02-06,loan,The company contacted me repeatedly about a payment that I already made.,negative,medium,open,website
803,9,2026-03-09,billing,A payment was recorded incorrectly on my account. Please provide information about the status of my request.,neutral,low,open,website
804,16,2025-12-30,billing,The invoice contains an amount that I did not authorize.,negative,low,resolved,hotline
805,2,2026-05-19,billing,A payment was recorded incorrectly on my account.,negative,high,resolved,hotline
806,2,2026-04-28,loan,The company contacted me repeatedly about a payment that I already made.,negative,medium,open,website
807,11,2025-01-21,billing,A payment was recorded incorrectly on my account.,negative,medium,resolved,hotline
808,10,2025-05-31,fraud,I reported a suspicious transaction but have not received a response.,negative,high,dismissed,website
809,13,2025-08-31,payment,The company has not reflected my recent payment correctly.,negative,medium,dismissed,website
810,17,2025-01-12,loan,My installment amount appears different from the amount agreed in the contract.,negative,high,open,social_media
811,13,2026-02-20,insurance,The settlement amount for my claim appears incorrect.,negative,low,dismissed,website
812,14,2025-02-16,service,The branch staff gave me conflicting information about my account.,negative,medium,resolved,hotline
813,15,2026-04-15,billing,There is an incorrect charge on my account. The issue was resolved quickly and the staff were helpful.,positive,medium,resolved,website
814,10,2025-04-28,loan,The company contacted me repeatedly about a payment that I already made. My problem was solved and I received a clear explanation.,positive,low,resolved,website
815,13,2025-04-13,billing,A payment was recorded incorrectly on my account.,negative,medium,resolved,website
816,15,2026-05-26,loan,The company contacted me repeatedly about a payment that I already made. I would like clarification about this transaction.,neutral,low,resolved,branch
817,14,2025-07-16,loan,I requested a copy of my loan agreement but have not received it.,negative,medium,resolved,branch
818,3,2026-03-31,service,I have been waiting too long for a response from the company. My problem was solved and I received a clear explanation.,positive,low,resolved,social_media
819,14,2026-08-13,insurance,I was charged a premium that does not match the information in my policy. I would like clarification about this transaction.,neutral,medium,open,hotline
820,12,2025-08-01,billing,The invoice contains an amount that I did not authorize.,negative,medium,resolved,hotline
821,15,2026-03-08,payment,The payment process failed several times even though my account had sufficient funds.,negative,medium,open,branch
822,2,2026-01-02,loan,My installment amount appears different from the amount agreed in the contract.,negative,high,dismissed,hotline
823,2,2025-01-06,service,I have been waiting too long for a response from the company.,negative,medium,open,branch
824,12,2026-07-06,service,My request was closed without solving the problem.,negative,medium,resolved,website
825,5,2026-04-08,loan,The loan application has been delayed for several weeks and I have not received a clear explanation.,negative,medium,resolved,social_media
826,20,2025-01-08,billing,The invoice contains an amount that I did not authorize.,negative,low,resolved,branch
827,7,2026-06-30,service,Customer service did not resolve my issue despite several calls.,negative,medium,resolved,website
828,15,2026-03-20,payment,My payment was deducted but the system still shows the amount as unpaid. Please provide information about the status of my request.,neutral,medium,open,website
829,17,2025-03-06,fraud,I believe my account information may have been compromised.,negative,medium,resolved,hotline
830,20,2025-06-26,service,I have been waiting too long for a response from the company.,negative,medium,resolved,social_media
831,11,2025-02-25,service,I could not get a clear answer regarding the service I requested.,negative,low,resolved,website
832,4,2025-03-21,payment,The company has not reflected my recent payment correctly.,negative,medium,resolved,hotline
833,7,2025-01-07,insurance,I was charged a premium that does not match the information in my policy.,negative,low,dismissed,website
834,7,2025-10-19,payment,The payment process failed several times even though my account had sufficient funds.,negative,medium,dismissed,hotline
835,12,2026-04-08,insurance,The settlement amount for my claim appears incorrect.,negative,low,resolved,hotline
836,1,2025-11-29,payment,The company has not reflected my recent payment correctly.,negative,low,resolved,hotline
837,13,2025-02-16,payment,The payment process failed several times even though my account had sufficient funds. I am requesting an update regarding my case.,neutral,low,resolved,hotline
838,7,2025-02-21,fraud,I reported a suspicious transaction but have not received a response. My problem was solved and I received a clear explanation.,positive,low,resolved,website
839,1,2026-05-23,billing,I was billed twice for the same service.,negative,medium,resolved,branch
840,10,2026-05-19,service,The branch staff gave me conflicting information about my account. Please provide information about the status of my request.,neutral,medium,open,social_media
841,8,2026-05-18,insurance,The settlement amount for my claim appears incorrect.,negative,medium,open,website
842,17,2025-08-24,loan,I was charged an unexpected fee on my loan and customer service did not explain the charge. I am requesting an update regarding my case.,neutral,medium,resolved,website
843,11,2026-01-27,loan,I was charged an unexpected fee on my loan and customer service did not explain the charge.,negative,medium,open,social_media
844,20,2025-05-13,fraud,I reported a suspicious transaction but have not received a response.,negative,high,open,hotline
845,9,2025-11-30,payment,I was charged after the payment had already been completed.,negative,low,open,hotline
846,7,2025-04-23,loan,I was charged an unexpected fee on my loan and customer service did not explain the charge. The issue was resolved quickly and the staff were helpful.,positive,low,resolved,hotline
847,14,2025-06-07,billing,There is an incorrect charge on my account. I would like clarification about this transaction.,neutral,low,open,website
848,17,2025-06-26,payment,A payment was delayed and this caused an additional fee. Please provide information about the status of my request.,neutral,medium,resolved,website
849,4,2025-12-23,fraud,Someone appears to have used my account without authorization.,negative,high,resolved,hotline
850,17,2025-03-24,loan,I requested a copy of my loan agreement but have not received it.,negative,medium,resolved,hotline
851,15,2025-05-18,loan,I was charged an unexpected fee on my loan and customer service did not explain the charge.,negative,high,open,website
852,7,2025-08-22,service,Customer service did not resolve my issue despite several calls.,negative,medium,resolved,branch
853,17,2025-08-08,payment,My payment was deducted but the system still shows the amount as unpaid. My problem was solved and I received a clear explanation.,positive,low,resolved,website
854,13,2025-05-08,payment,The payment process failed several times even though my account had sufficient funds. The issue was resolved quickly and the staff were helpful.,positive,medium,resolved,branch
855,13,2025-01-16,fraud,I noticed a transaction that I do not recognize on my account.,negative,medium,open,hotline
